,Title,"Band Gap, HSE06","Dielectric Constant, Electronic",EBE
1673,C2H8NSnI3,2.91,4.53,-2.018698223887578e+30
1675,C2H8NSnI3,3.03,4.26,-2.14664388596496e+30
1677,C2H8NSnI3,2.93,4.69,-1.9498300542027137e+30
1679,C2H7N2SnI3,1.9,5.07,-1.803688945603694e+30
1681,C2H7N2SnI3,1.93,4.99,-1.8326058024470399e+30
1683,C2H7N2SnI3,1.8,5.23,-1.7485091690651486e+30
1685,C2H7N2SnI3,2.93,4.52,-2.0231643704006037e+30
1687,C2H7N2SnI3,3.12,4.46,-2.0503818282983694e+30
1689,C2H7N2SnI3,3.12,4.23,-2.1618683106881155e+30
1691,CH6NSnI3,1.56,5.81,-1.5739592003805042e+30
1693,CH6NSnI3,1.55,5.84,-1.5658737935292343e+30
1695,CH6NSnI3,2.63,4.86,-1.8816261222655817e+30
1697,CH6NSnI3,3.09,4.58,-1.9966600336704648e+30
1699,CH6NSnI3,2.38,5.12,-1.786074795744283e+30
1701,CH6NSnI3,2.25,5.48,-1.6687414150019578e+30
1703,CH6N3SnI3,1.79,5.56,-1.644730747160203e+30
1705,CH6N3SnI3,1.64,5.7,-1.6043338516159174e+30
1707,CH6N3SnI3,2.63,4.78,-1.9131177728474328e+30
1709,H4NOSn3I,1.97,5.62,-1.62717134416561e+30
1711,H4NOSn3I,2.08,5.88,-1.5552215908521648e+30
1713,H4NOSn3I,2.13,5.86,-1.5605295143704315e+30
1715,H4NOSn3I,2.11,5.79,-1.5793960197255145e+30
1717,H4NOSn3I,2.87,5.18,-1.765386670697052e+30
1719,H4NOSn3I,2.9,5.05,-1.8108322681605402e+30
1721,H4NOSn3I,2.4,5.68,-1.60998291447372e+30
1723,CH5N2SnI3,1.67,5.66,-1.6156719000372312e+30
1725,CH5N2SnI3,1.56,5.75,-1.590383122471431e+30
1727,CH5N2SnI3,3.18,4.41,-2.0736287878028864e+30
1729,C4H12NSnI3,2.15,4.59,-1.9923100118106163e+30
1731,C4H12NSnI3,3.14,3.8,-2.406500777423876e+30
1733,H5N2SnI3,1.52,5.89,-1.5525811467250813e+30
1735,H5N2SnI3,1.58,6.16,-1.4845297003588845e+30
1737,H5N2SnI3,2.56,5.19,-1.7619851549538973e+30
1739,H5N2SnI3,3.01,5.04,-1.8144251893275254e+30
1741,H5N2SnI3,2.96,4.99,-1.8326058024470399e+30
1743,H5N2SnI3,2.08,5.69,-1.6071534190177028e+30
1745,H5N2SnI3,2.96,5.08,-1.8001383768131355e+30
1747,H5N2SnI3,2.95,5.13,-1.7825931684621303e+30
1749,H5N2SnI3,2.01,5.82,-1.5712548031289912e+30
1751,H5N2SnI3,2.12,5.5,-1.6626732644019506e+30
1753,H5N2SnI3,2.15,5.65,-1.6185314963204828e+30
1755,H4NSnI3,3.16,4.78,-1.9131177728474328e+30
1757,H4NSnI3,2.31,4.87,-1.877762413595632e+30
1759,H4NSnI3,3.15,4.78,-1.9131177728474328e+30
1761,H4NSnI3,3.09,4.8,-1.905146448793902e+30
1763,C3H10NSnI3,2.01,4.7,-1.945681479619304e+30
1765,C3H10NSnI3,1.97,4.73,-1.9333410051185472e+30
1767,C3H10NSnI3,2.15,4.75,-1.9252006219391007e+30
1769,C3H10NSnI3,2.24,4.74,-1.929262226626736e+30
1771,C3H10NSnI3,2.59,4.34,-2.1070744134126102e+30
1773,C3H10NSnI3,1.94,4.92,-1.858679462237953e+30
1775,C3H10NSnI3,2.88,4.0,-2.2861757385526823e+30
1777,C3H10NSnI3,2.83,4.33,-2.1119406360763806e+30
1779,C3H10NSnI3,2.98,4.22,-2.16699122137695e+30
1781,C3H10NSnI3,2.86,4.34,-2.1070744134126102e+30
1783,C3H10NSnI3,3.06,4.17,-2.1929743295469374e+30
1785,C3H8NSnI3,1.67,5.41,-1.6903332632552177e+30
1787,C3H8NSnI3,1.74,5.38,-1.6997589134220685e+30
1789,C3H8NSnI3,1.83,5.33,-1.7157041189888796e+30
1791,C3H8NSnI3,1.58,5.5,-1.6626732644019506e+30
1793,C3H8NSnI3,2.61,4.59,-1.9923100118106163e+30
1795,C3H8NSnI3,2.45,4.76,-1.92115608281738e+30
1797,C3H8NSnI3,2.58,4.78,-1.9131177728474328e+30
1799,C3H8NSnI3,2.89,4.69,-1.9498300542027137e+30
1801,C3H8NSnI3,3.18,4.3,-2.126675105630402e+30
1803,C3H8NSnI3,3.17,4.3,-2.126675105630402e+30
1805,C3H8NSnI3,3.14,4.31,-2.1217408246428607e+30
1807,C3H8NSnI3,3.06,4.35,-2.1022305641863745e+30
1809,C3H8NSnI3,2.9,4.68,-1.9539963577373353e+30
1811,C3H8NSnI3,2.75,4.69,-1.9498300542027137e+30
1813,C3H8NSnI3,3,4.24,-2.1567695646723417e+30
1815,C3H8NSnI3,3,4.23,-2.1618683106881155e+30
1817,C3H5N2SnI3,1.97,5.14,-1.7791250883678462e+30
1819,C3H5N2SnI3,1.92,5.13,-1.7825931684621303e+30
1821,C3H5N2SnI3,1.97,5.09,-1.7966017591769605e+30
1823,C3H5N2SnI3,2.02,5.07,-1.803688945603694e+30
1825,C3H5N2SnI3,2.89,4.57,-2.0010290928251048e+30
1827,C3H5N2SnI3,2.67,4.65,-1.9666027858517693e+30
1829,C3H5N2SnI3,2.95,4.62,-1.979372933811846e+30
1831,C3H5N2SnI3,2.71,4.46,-2.0503818282983694e+30
1833,C3H5N2SnI3,2.94,4.6,-1.9879789030892892e+30
1835,C2H8NPbF3,4.9,3.01,-3.0381072937577173e+30
1837,C2H8NPbF3,5.37,3.03,-3.0180537802675674e+30
1839,C2H8NPbF3,5.59,2.9,-3.1533458462795615e+30
1841,C2H8NPbF3,6.11,2.9,-3.1533458462795615e+30
1843,C2H8NPbF3,5.76,2.84,-3.21996582894744e+30
1845,C2H8NPbF3,5.61,2.95,-3.099899306512111e+30
1847,C2H8NPbF3,6.18,2.94,-3.1104431817043297e+30
1849,C2H8NPbF3,5.15,2.99,-3.058429081675829e+30
1851,C2H8NPbF3,5.59,2.94,-3.1104431817043297e+30
1853,C2H8NPbF3,4.15,2.99,-3.058429081675829e+30
1855,C2H8NPbF3,4.46,2.98,-3.068692266513667e+30
1857,C2H8NPbF3,5.12,2.9,-3.1533458462795615e+30
1859,C3H10NPbF3,5.44,2.76,-3.3132981718154816e+30
1861,C3H10NPbF3,5.22,2.85,-3.208667703231835e+30
1863,C3H10NPbF3,5.52,2.87,-3.1863076495507764e+30
1865,C3H10NPbF3,5.8,2.91,-3.1425096062579823e+30
1867,C3H10NPbF3,5.68,2.94,-3.1104431817043297e+30
1869,C3H10NPbF3,5.27,2.98,-3.068692266513667e+30
1871,C3H10NPbF3,6.24,2.91,-3.1425096062579823e+30
1873,C3H10NPbF3,5.92,2.9,-3.1533458462795615e+30
1875,C3H10NPbF3,5.61,2.96,-3.0894266737198407e+30
1877,C3H10NPbF3,5.75,2.94,-3.1104431817043297e+30
1879,C3H10NPbF3,5.76,2.94,-3.1104431817043297e+30
1881,C4H12NPbF3,5.71,2.8,-3.265965340789546e+30
1883,C4H12NPbF3,5.92,2.74,-3.3374828300039156e+30
1885,C3H10NPbF3,6.17,2.87,-3.1863076495507764e+30
1887,C3H10NPbF3,5.47,2.94,-3.1104431817043297e+30
1889,C3H10NPbF3,5.57,2.98,-3.068692266513667e+30
1891,C3H10NPbF3,5.73,2.88,-3.1752440813231694e+30
1893,C3H10NPbF3,5.71,2.9,-3.1533458462795615e+30
1895,C3H10NPbF3,5.99,2.99,-3.058429081675829e+30
1897,C3H10NPbF3,5.73,2.81,-3.25434268833122e+30
1899,C3H10NPbF3,5.83,2.79,-3.277671309752949e+30
1901,C3H10NPbF3,5.47,2.78,-3.289461494320406e+30
1903,C3H10NPbF3,6.01,2.84,-3.21996582894744e+30
1905,C3H10NPbF3,6.08,2.98,-3.068692266513667e+30
1907,C3H10NPbF3,6.06,2.87,-3.1863076495507764e+30
1909,C2H8NPbF3,5.51,2.95,-3.099899306512111e+30
1911,C2H8NPbF3,5.16,3.02,-3.028047335831367e+30
1913,C2H8NPbF3,5.31,3.0,-3.0482343180702426e+30
1915,C2H8NPbF3,5.8,2.92,-3.1317475870584686e+30
1917,C2H8NPbF3,5.86,2.95,-3.099899306512111e+30
1919,C2H7N2PbF3,5.22,3.13,-2.92163033680854e+30
1921,C2H7N2PbF3,5.23,3.13,-2.92163033680854e+30
1923,C2H7N2PbF3,5.08,3.15,-2.903080302924041e+30
1925,C2H7N2PbF3,5.61,3.01,-3.0381072937577173e+30
1927,C2H7N2PbF3,5.8,2.98,-3.068692266513667e+30
1929,CH6NPbF3,5.47,3.01,-3.0381072937577173e+30
1931,CH6NPbF3,5.44,2.99,-3.058429081675829e+30
1933,CH6NPbF3,5.22,3.05,-2.998263263675649e+30
1935,CH6NPbF3,5.52,2.96,-3.0894266737198407e+30
1937,CH6NPbF3,5.72,2.99,-3.058429081675829e+30
1939,CH6NPbF3,4.88,2.87,-3.1863076495507764e+30
1941,CH6N3PbF3,5.71,3.15,-2.903080302924041e+30
1943,CH6N3PbF3,5.51,3.15,-2.903080302924041e+30
1945,H4NOPb3F,5.91,3.12,-2.930994536606003e+30
1947,H4NOPb3F,5.33,2.96,-3.0894266737198407e+30
1949,H4NOPb3F,5.64,3.06,-2.9884650177159244e+30
1951,H4NOPb3F,5.67,2.99,-3.058429081675829e+30
1953,H4NOPb3F,5.9,2.92,-3.1317475870584686e+30
1955,H4NOPb3F,6.35,3.16,-2.8938933399401036e+30
1957,H4NOPb3F,5.79,3.11,-2.940418956337855e+30
1959,CH5N2PbF3,5.45,3.17,-2.884764338867738e+30
1961,CH5N2PbF3,4.8,3.15,-2.903080302924041e+30
1963,C4H12NPbF3,6.32,2.77,-3.3013368065742704e+30
1965,H5N2PbF3,5.51,3.07,-2.978730603977436e+30
1967,H5N2PbF3,6.04,3.08,-2.969059400717769e+30
1969,H5N2PbF3,5.85,3.06,-2.9884650177159244e+30
1971,H5N2PbF3,5.42,3.11,-2.940418956337855e+30
1973,H5N2PbF3,5.71,3.11,-2.940418956337855e+30
1975,H5N2PbF3,4.91,3.27,-2.796545245936003e+30
1977,H5N2PbF3,5.56,3.01,-3.0381072937577173e+30
1979,H5N2PbF3,5.73,3.07,-2.978730603977436e+30
1981,H4NPbF3,5.76,3.02,-3.028047335831367e+30
1983,H4NPbF3,5.86,3.07,-2.978730603977436e+30
1985,C3H10NPbF3,5.92,2.88,-3.1752440813231694e+30
1987,C3H10NPbF3,6.14,2.9,-3.1533458462795615e+30
1989,C3H10NPbF3,6.11,2.85,-3.208667703231835e+30
1991,C3H10NPbF3,6.07,2.86,-3.197448585388367e+30
1993,C3H10NPbF3,5.42,2.81,-3.25434268833122e+30
1995,C3H10NPbF3,5.9,2.81,-3.25434268833122e+30
1997,C3H10NPbF3,5.84,2.8,-3.265965340789546e+30
1999,C3H10NPbF3,5.8,2.85,-3.208667703231835e+30
2001,C3H10NPbF3,4.82,2.91,-3.1425096062579823e+30
2003,C3H8NPbF3,5.6,3.03,-3.0180537802675674e+30
2005,C3H8NPbF3,5.18,3.03,-3.0180537802675674e+30
2007,C3H8NPbF3,4.97,2.91,-3.1425096062579823e+30
2009,C3H8NPbF3,4.77,2.9,-3.1533458462795615e+30
2011,C3H8NPbF3,5.48,2.96,-3.0894266737198407e+30
2013,C3H8NPbF3,5.71,2.98,-3.068692266513667e+30
2015,C3H8NPbF3,5.42,2.99,-3.058429081675829e+30
2017,C3H8NPbF3,5.27,2.94,-3.1104431817043297e+30
2019,C3H8NPbF3,5.49,2.89,-3.164257077581567e+30
2021,C3H5N2PbF3,5.1,3.19,-2.8666780420723287e+30
2023,C3H5N2PbF3,5.28,3.18,-2.8756927528964554e+30
2025,C3H5N2PbF3,4.47,3.18,-2.8756927528964554e+30
2027,C3H5N2PbF3,4.45,3.18,-2.8756927528964554e+30
2029,C3H5N2PbF3,4.83,3.11,-2.940418956337855e+30
2031,C3H5N2PbF3,4.97,3.1,-2.949904178777654e+30
2033,C2H8NPbCl3,3.56,3.56,-2.568736784890654e+30
2035,C2H8NPbCl3,4.65,3.27,-2.796545245936003e+30
2037,C2H8NPbCl3,4.68,3.27,-2.796545245936003e+30
2039,C2H8NPbCl3,4.38,3.35,-2.7297620758837996e+30
2041,C2H8NPbCl3,4.61,3.05,-2.998263263675649e+30
2043,C2H8NPbCl3,4.19,3.41,-2.681731071616049e+30
2045,C2H8NPbCl3,4.33,3.38,-2.705533418405541e+30
2047,C2H8NPbCl3,4.47,3.37,-2.7135617074809284e+30
2049,C2H8NPbCl3,2.87,3.31,-2.762750137223785e+30
2051,C2H8NPbCl3,4.06,3.32,-2.754428600665882e+30
2053,C3H10NPbCl3,4.25,3.13,-2.92163033680854e+30
2055,C3H10NPbCl3,4.01,3.12,-2.930994536606003e+30
2057,C3H10NPbCl3,3.95,3.14,-2.9123257815957733e+30
2059,C3H10NPbCl3,3.84,3.44,-2.6583438820380023e+30
2061,C3H10NPbCl3,3.76,3.41,-2.681731071616049e+30
2063,C3H10NPbCl3,4.62,3.01,-3.0381072937577173e+30
2065,C3H10NPbCl3,4.81,3.23,-2.8311773852045596e+30
2067,C3H10NPbCl3,4.71,3.07,-2.978730603977436e+30
2069,C3H10NPbCl3,4.64,3.19,-2.8666780420723287e+30
2071,C3H10NPbCl3,3.99,3.25,-2.8137547551417626e+30
2073,C4H12NPbCl3,4.03,3.15,-2.903080302924041e+30
2075,C4H12NPbCl3,4.05,3.13,-2.92163033680854e+30
2077,C4H12NPbCl3,4.5,3.2,-2.857719673190853e+30
2079,C4H12NPbCl3,4.07,3.12,-2.930994536606003e+30
2081,C3H10NPbCl3,4.28,3.33,-2.746157043306525e+30
2083,C3H10NPbCl3,3.82,3.42,-2.6738897526931954e+30
2085,C3H10NPbCl3,3.87,3.41,-2.681731071616049e+30
2087,C3H10NPbCl3,4.18,3.37,-2.7135617074809284e+30
2089,C3H10NPbCl3,4.16,3.38,-2.705533418405541e+30
2091,C3H10NPbCl3,4.48,3.07,-2.978730603977436e+30
2093,C3H10NPbCl3,4.38,3.1,-2.949904178777654e+30
2095,C3H10NPbCl3,4.51,3.07,-2.978730603977436e+30
2097,C3H10NPbCl3,4.41,3.09,-2.959450794242954e+30
2099,C3H10NPbCl3,4.75,3.02,-3.028047335831367e+30
2101,C3H10NPbCl3,4.61,3.27,-2.796545245936003e+30
2103,C2H8NPbCl3,3.64,3.58,-2.5543863000588626e+30
2105,C2H8NPbCl3,3.42,3.62,-2.5261610370747867e+30
2107,C2H8NPbCl3,3.31,3.66,-2.4985527197297072e+30
2109,C2H8NPbCl3,3.52,3.58,-2.5543863000588626e+30
2111,C2H8NPbCl3,4.54,3.32,-2.754428600665882e+30
2113,C2H8NPbCl3,4.56,3.36,-2.7216377839912886e+30
2115,C2H8NPbCl3,4.57,3.43,-2.6660941557465676e+30
2117,C2H7N2PbCl3,3.31,3.65,-2.5053980696467748e+30
2119,C2H7N2PbCl3,3.73,3.6,-2.540195265058536e+30
2121,C2H7N2PbCl3,3.77,3.65,-2.5053980696467748e+30
2123,C2H7N2PbCl3,4.64,3.43,-2.6660941557465676e+30
2125,C2H7N2PbCl3,4.57,3.37,-2.7135617074809284e+30
2127,C2H7N2PbCl3,4.52,3.28,-2.7880191933569295e+30
2129,CH6NPbCl3,3.5,3.52,-2.597926975628048e+30
2131,CH6NPbCl3,3.42,3.54,-2.583249422093426e+30
2133,CH6NPbCl3,4.41,3.37,-2.7135617074809284e+30
2135,CH6NPbCl3,4.41,3.45,-2.650638537452385e+30
2137,CH6NPbCl3,4.09,3.46,-2.6429777324308463e+30
2139,CH6N3PbCl3,3.41,3.73,-2.4516629904050212e+30
2141,CH6N3PbCl3,3.42,3.74,-2.4451077417675743e+30
2143,CH6N3PbCl3,4.46,3.48,-2.6277882052329676e+30
2145,H4NOPb3Cl,4.49,3.67,-2.4917446741718608e+30
2147,H4NOPb3Cl,4.1,3.6,-2.540195265058536e+30
2149,H4NOPb3Cl,4.16,3.61,-2.5331587130777644e+30
2151,H4NOPb3Cl,4.52,3.66,-2.4985527197297072e+30
2153,H4NOPb3Cl,4.52,3.64,-2.5122810313765735e+30
2155,H4NOPb3Cl,4.6,3.58,-2.5543863000588626e+30
2157,CH5N2PbCl3,3.29,3.7,-2.4715413389758728e+30
2159,CH5N2PbCl3,3.57,3.69,-2.4782392829839371e+30
2161,CH5N2PbCl3,4.29,3.49,-2.6202587261348795e+30
2163,C4H12NPbCl3,3.9,3.33,-2.746157043306525e+30
2165,C4H12NPbCl3,4.13,3.24,-2.8224391833983726e+30
2167,C4H12NPbCl3,4.53,2.98,-3.068692266513667e+30
2169,H5N2PbCl3,3.85,3.55,-2.575972663157952e+30
2171,H5N2PbCl3,4.36,3.68,-2.4849736288616108e+30
2173,H5N2PbCl3,4.46,3.72,-2.4582534823147118e+30
2175,H5N2PbCl3,4.67,3.59,-2.5472710178859967e+30
2177,H5N2PbCl3,4.03,3.62,-2.5261610370747867e+30
2179,H5N2PbCl3,4.58,3.55,-2.575972663157952e+30
2181,H5N2PbCl3,4.11,3.6,-2.540195265058536e+30
2183,H5N2PbCl3,4.57,3.7,-2.4715413389758728e+30
2185,H5N2PbCl3,4.03,3.62,-2.5261610370747867e+30
2187,H4NPbCl3,3.74,3.38,-2.705533418405541e+30
2189,H4NPbCl3,4.75,3.7,-2.4715413389758728e+30
2191,C3H10NPbCl3,3.64,3.43,-2.6660941557465676e+30
2193,C3H10NPbCl3,3.51,3.42,-2.6738897526931954e+30
2195,C3H10NPbCl3,4.07,3.44,-2.6583438820380023e+30
2197,C3H10NPbCl3,4.3,3.27,-2.796545245936003e+30
2199,C3H10NPbCl3,4.13,3.45,-2.650638537452385e+30
2201,C3H10NPbCl3,3.59,3.42,-2.6738897526931954e+30
2203,C3H10NPbCl3,4.34,3.04,-3.0081259717798453e+30
2205,C3H10NPbCl3,4.14,3.29,-2.77954497088472e+30
2207,C3H10NPbCl3,4.15,3.29,-2.77954497088472e+30
2209,C3H10NPbCl3,4.16,3.29,-2.77954497088472e+30
2211,C3H10NPbCl3,4.72,3.17,-2.884764338867738e+30
2213,C3H8NPbCl3,3.47,3.63,-2.5192019157605314e+30
2215,C3H8NPbCl3,3.31,3.69,-2.4782392829839371e+30
2217,C3H8NPbCl3,3.51,3.66,-2.4985527197297072e+30
2219,C3H8NPbCl3,3.29,3.69,-2.4782392829839371e+30
2221,C3H8NPbCl3,3.71,3.3,-2.7711221073365846e+30
2223,C3H8NPbCl3,3.83,3.36,-2.7216377839912886e+30
2225,C3H8NPbCl3,3.95,3.38,-2.705533418405541e+30
2227,C3H8NPbCl3,4.63,3.39,-2.6975524938674714e+30
2229,C3H8NPbCl3,4.68,3.31,-2.762750137223785e+30
2231,C3H8NPbCl3,4.64,3.39,-2.6975524938674714e+30
2233,C3H8NPbCl3,4.46,3.47,-2.635361081905109e+30
2235,C3H8NPbCl3,4.1,3.16,-2.8938933399401036e+30
2237,C3H8NPbCl3,3.98,3.2,-2.857719673190853e+30
2239,C3H5N2PbCl3,3.8,3.66,-2.4985527197297072e+30
2241,C3H5N2PbCl3,3.62,3.7,-2.4715413389758728e+30
2243,C3H5N2PbCl3,3.74,3.68,-2.4849736288616108e+30
2245,C3H5N2PbCl3,4.63,3.47,-2.635361081905109e+30
2247,C3H5N2PbCl3,4.65,3.48,-2.6277882052329676e+30
2249,C3H5N2PbCl3,4.4,3.42,-2.6738897526931954e+30
2251,C3H5N2PbCl3,4.43,3.43,-2.6660941557465676e+30
2253,C2H8NPbBr3,3.05,4.11,-2.2249885533359434e+30
2255,C2H8NPbBr3,3.04,4.11,-2.2249885533359434e+30
2257,C2H8NPbBr3,3.89,3.75,-2.438587454456194e+30
2259,C2H8NPbBr3,3.98,3.74,-2.4451077417675743e+30
2261,C2H8NPbBr3,3.75,3.84,-2.3814330609923775e+30
2263,C2H8NPbBr3,3.91,3.62,-2.5261610370747867e+30
2265,C2H8NPbBr3,3.86,3.87,-2.3629723395893356e+30
2267,C2H8NPbBr3,3.76,3.9,-2.344795629284802e+30
2269,C2H8NPbBr3,2.6,3.76,-2.43210184952413e+30
2271,C2H8NPbBr3,3.69,3.66,-2.4985527197297072e+30
2273,C3H10NPbBr3,3.56,3.57,-2.561541443756507e+30
2275,C3H10NPbBr3,3.44,3.55,-2.575972663157952e+30
2277,C3H10NPbBr3,3.4,3.57,-2.561541443756507e+30
2279,C3H10NPbBr3,3.14,3.97,-2.3034516257457756e+30
2281,C3H10NPbBr3,3.15,3.9,-2.344795629284802e+30
2283,C3H10NPbBr3,3.99,3.41,-2.681731071616049e+30
2285,C3H10NPbBr3,4.07,3.26,-2.8051236055861133e+30
2287,C3H10NPbBr3,4.08,3.47,-2.635361081905109e+30
2289,C3H10NPbBr3,4.02,3.59,-2.5472710178859967e+30
2291,C3H10NPbBr3,4.02,3.3,-2.7711221073365846e+30
2293,C3H10NPbBr3,3.33,3.68,-2.4849736288616108e+30
2295,C4H12NPbBr3,3.39,3.54,-2.583249422093426e+30
2297,C4H12NPbBr3,3.42,3.52,-2.597926975628048e+30
2299,C4H12NPbBr3,3.49,3.71,-2.4648795024826765e+30
2301,C4H12NPbBr3,3.48,3.49,-2.6202587261348795e+30
2303,C3H10NPbBr3,3.53,3.9,-2.344795629284802e+30
2305,C3H10NPbBr3,3.18,3.97,-2.3034516257457756e+30
2307,C3H10NPbBr3,3.29,3.95,-2.315114671952083e+30
2309,C3H10NPbBr3,3.46,3.96,-2.309268422780487e+30
2311,C3H10NPbBr3,3.86,3.43,-2.6660941557465676e+30
2313,C3H10NPbBr3,3.92,3.41,-2.681731071616049e+30
2315,C3H10NPbBr3,4.14,3.37,-2.7135617074809284e+30
2317,C3H10NPbBr3,4.14,3.63,-2.5192019157605314e+30
2319,C2H8NPbBr3,3.02,4.19,-2.1825066716493384e+30
2321,C2H8NPbBr3,2.92,4.2,-2.1773102271930305e+30
2323,C2H8NPbBr3,2.87,4.24,-2.1567695646723417e+30
2325,C2H8NPbBr3,2.98,4.16,-2.198245902454502e+30
2327,C2H8NPbBr3,3.98,3.8,-2.406500777423876e+30
2329,C2H8NPbBr3,3.99,3.53,-2.590567409124852e+30
2331,C2H8NPbBr3,3.96,3.94,-2.3209905975154134e+30
2333,C2H7N2PbBr3,2.83,4.22,-2.16699122137695e+30
2335,C2H7N2PbBr3,2.89,4.2,-2.1773102271930305e+30
2337,C2H7N2PbBr3,2.89,4.24,-2.1567695646723417e+30
2339,C2H7N2PbBr3,4.02,3.85,-2.375247520574215e+30
2341,C2H7N2PbBr3,4.04,3.82,-2.3939012969138038e+30
2343,C2H7N2PbBr3,3.92,3.68,-2.4849736288616108e+30
2345,CH6NPbBr3,2.95,4.14,-2.2088654478769877e+30
2347,CH6NPbBr3,2.9,4.16,-2.198245902454502e+30
2349,CH6NPbBr3,3.62,3.94,-2.3209905975154134e+30
2351,CH6NPbBr3,3.74,3.98,-2.297664058846917e+30
2353,CH6NPbBr3,3.58,4.07,-2.2468557627053386e+30
2355,CH6N3PbBr3,2.86,4.35,-2.1022305641863745e+30
2357,CH6N3PbBr3,2.8,4.37,-2.0926093716729357e+30
2359,CH6N3PbBr3,3.74,3.97,-2.3034516257457756e+30
2361,H4NOPb3Br,3.84,4.2,-2.1773102271930305e+30
2363,H4NOPb3Br,3.5,4.26,-2.14664388596496e+30
2365,H4NOPb3Br,3.55,4.25,-2.1516948127554658e+30
2367,H4NOPb3Br,3.51,4.26,-2.14664388596496e+30
2369,H4NOPb3Br,3.95,4.21,-2.1721384689336648e+30
2371,H4NOPb3Br,3.95,4.18,-2.187727979476251e+30
2373,H4NOPb3Br,3.69,4.25,-2.1516948127554658e+30
2375,CH5N2PbBr3,2.78,4.32,-2.1168293875487796e+30
2377,CH5N2PbBr3,2.9,4.31,-2.1217408246428607e+30
2379,CH5N2PbBr3,3.86,3.95,-2.315114671952083e+30
2381,C4H12NPbBr3,3.19,3.94,-2.3209905975154134e+30
2383,C4H12NPbBr3,3.23,3.9,-2.344795629284802e+30
2385,C4H12NPbBr3,3.85,3.35,-2.7297620758837996e+30
2387,H5N2PbBr3,3.19,4.15,-2.2035428805327055e+30
2389,H5N2PbBr3,3.36,4.23,-2.1618683106881155e+30
2391,H5N2PbBr3,3.78,4.32,-2.1168293875487796e+30
2393,H5N2PbBr3,3.73,4.35,-2.1022305641863745e+30
2395,H5N2PbBr3,4.03,4.15,-2.2035428805327055e+30
2397,H5N2PbBr3,3.43,4.25,-2.1516948127554658e+30
2399,H5N2PbBr3,3.32,4.23,-2.1618683106881155e+30
2401,H5N2PbBr3,3.33,4.24,-2.1567695646723417e+30
2403,H4NPbBr3,3.24,3.97,-2.3034516257457756e+30
2405,H4NPbBr3,4.02,4.11,-2.2249885533359434e+30
2407,H4NPbBr3,4.08,4.09,-2.2358686929610586e+30
2409,C3H10NPbBr3,2.99,4.02,-2.2748017299031665e+30
2411,C3H10NPbBr3,2.95,3.99,-2.2919055023084533e+30
2413,C3H10NPbBr3,3.2,4.09,-2.2358686929610586e+30
2415,C3H10NPbBr3,3.32,4.1,-2.230415354685544e+30
2417,C3H10NPbBr3,3.56,3.79,-2.412850383696762e+30
2419,C3H10NPbBr3,2.96,4.01,-2.2804745521722516e+30
2421,C3H10NPbBr3,3.73,3.43,-2.6660941557465676e+30
2423,C3H10NPbBr3,3.62,3.73,-2.4516629904050212e+30
2425,C3H10NPbBr3,4,3.57,-2.561541443756507e+30
2427,C3H8NPbBr3,2.86,4.26,-2.14664388596496e+30
2429,C3H8NPbBr3,2.76,4.32,-2.1168293875487796e+30
2431,C3H8NPbBr3,2.76,4.3,-2.126675105630402e+30
2433,C3H8NPbBr3,3.42,3.83,-2.3876509018826966e+30
2435,C3H8NPbBr3,3.47,3.86,-2.3690940295882715e+30
2437,C3H8NPbBr3,3.58,3.87,-2.3629723395893356e+30
2439,C3H8NPbBr3,4.03,3.86,-2.3690940295882715e+30
2441,C3H8NPbBr3,4.1,3.69,-2.4782392829839371e+30
2443,C3H8NPbBr3,4.03,3.76,-2.43210184952413e+30
2445,C3H8NPbBr3,3.92,3.71,-2.4648795024826765e+30
2447,C3H8NPbBr3,3.89,3.96,-2.309268422780487e+30
2449,C3H8NPbBr3,3.71,3.54,-2.583249422093426e+30
2451,C3H8NPbBr3,3.58,3.58,-2.5543863000588626e+30
2453,C3H5N2PbBr3,2.86,4.19,-2.1825066716493384e+30
2455,C3H5N2PbBr3,2.97,4.33,-2.1119406360763806e+30
2457,C3H5N2PbBr3,2.94,4.33,-2.1119406360763806e+30
2459,C3H5N2PbBr3,3.97,3.92,-2.332832386278247e+30
2461,C3H5N2PbBr3,3.92,3.88,-2.356882204693487e+30
2463,C2H8NPbI3,2.65,4.9,-1.8662659090225974e+30
2465,C2H8NPbI3,2.62,4.91,-1.8624649601243847e+30
2467,C2H8NPbI3,2.97,4.48,-2.041228337993466e+30
2469,C2H8NPbI3,3.1,4.45,-2.054989427912523e+30
2471,C2H8NPbI3,2.96,4.6,-1.9879789030892892e+30
2473,C2H8NPbI3,3.07,4.47,-2.0457948443424447e+30
2475,C2H8NPbI3,3.3,4.29,-2.131632390258911e+30
2477,C2H8NPbI3,3.19,4.5,-2.0321562120468285e+30
2479,C2H8NPbI3,2.65,4.42,-2.0689373199571786e+30
2481,C2H8NPbI3,2.23,4.47,-2.0457948443424447e+30
2483,C2H8NPbI3,3.13,4.21,-2.1721384689336648e+30
2485,C3H10NPbI3,2.89,4.22,-2.16699122137695e+30
2487,C3H10NPbI3,2.77,4.21,-2.1721384689336648e+30
2489,C3H10NPbI3,2.75,4.22,-2.16699122137695e+30
2491,C3H10NPbI3,2.58,4.76,-1.92115608281738e+30
